Starting Nmap 7.95 ( https://nmap.org ) at 2025-02-26 10:23 EST
Initiating Parallel DNS resolution of 80 hosts. at 10:24
Completed Parallel DNS resolution of 80 hosts. at 10:24, 1.20s elapsed
Initiating SYN Stealth Scan at 10:24
Increasing send delay for 66.22.56.145 from 80 to 160 due to max_successful_tryno increase to 8
Increasing send delay for 66.22.56.145 from 160 to 320 due to max_successful_tryno increase to 9
Increasing send delay for 66.22.56.145 from 320 to 640 due to max_successful_tryno increase to 10
Increasing send delay for 66.6.29.162 from 80 to 160 due to 11 out of 12 dropped probes since last increase.
Warning: 66.22.56.145 giving up on port because retransmission cap hit (10).
SYN Stealth Scan Timing: About 13.83% done; ETC: 11:15 (0:03:13 remaining)
Increasing send delay for 66.6.29.162 from 160 to 320 due to 11 out of 16 dropped probes since last increase.
Discovered open port 5060/tcp on 166.73.4.193
Discovered open port 5060/tcp on 151.101.3.10
Completed SYN Stealth Scan against 166.73.4.193 in 50.37s (12 hosts left)
Discovered open port 5060/tcp on 107.162.183.212
Discovered open port 5060/tcp on 34.116.0.40
Discovered open port 5060/tcp on 151.101.127.10
Discovered open port 5060/tcp on 52.20.49.116
Discovered open port 5060/tcp on 166.73.5.41
Discovered open port 5060/tcp on 34.98.98.113
Discovered open port 5060/tcp on 166.73.5.41
SYN Stealth Scan Timing: About 56.72% done; ETC: 11:13 (0:00:47 remaining)
Increasing send delay for 66.6.29.162 from 320 to 640 due to max_successful_tryno increase to 8
Discovered open port 5060/tcp on 166.73.5.57
Completed SYN Stealth Scan against 107.162.183.212 in 66.40s (11 hosts left)
Discovered open port 5060/tcp on 34.195.212.27
Discovered open port 5060/tcp on 107.162.183.213
Completed SYN Stealth Scan against 151.101.3.10 in 72.74s (10 hosts left)
Completed SYN Stealth Scan against 107.162.183.213 in 74.08s (9 hosts left)
Completed SYN Stealth Scan against 34.98.98.113 in 74.09s (8 hosts left)
Completed SYN Stealth Scan against 151.101.127.10 in 75.13s (7 hosts left)
Completed SYN Stealth Scan against 34.116.0.40 in 75.23s (6 hosts left)
Completed SYN Stealth Scan against 52.20.49.116 in 75.77s (5 hosts left)
Completed SYN Stealth Scan against 34.195.212.27 in 75.90s (4 hosts left)
Completed SYN Stealth Scan against 166.73.5.57 in 76.00s (3 hosts left)
Completed SYN Stealth Scan against 166.73.5.41 in 76.04s (2 hosts left)
Discovered open port 5060/tcp on 66.6.29.162
Discovered open port 5060/tcp on 66.22.56.145
Stats: 0:56:29 elapsed; 92 hosts completed (105 up), 13 undergoing SYN Stealth Scan
SYN Stealth Scan Timing: About 96.42% done; ETC: 11:20 (0:00:20 remaining)
Completed SYN Stealth Scan against 66.6.29.162 in 683.63s (1 host left)
Completed SYN Stealth Scan at 11:22, 699.00s elapsed (13000 total ports)
Nmap scan report for stage.catalyst.clover.com (107.162.183.212)
Host is up, received user-set (0.10s latency).
Scanned at 2025-02-26 11:11:16 EST for 66s
Not shown: 994 filtered tcp ports (no-response), 1 filtered tcp ports (port-unreach)
PORT     STATE SERVICE    REASON
53/tcp   open  domain     syn-ack ttl 64
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Nmap scan report for www.clover.com (166.73.4.193)
Host is up, received user-set (0.10s latency).
Scanned at 2025-02-26 11:11:16 EST for 50s
Not shown: 995 filtered tcp ports (no-response)
PORT     STATE SERVICE    REASON
53/tcp   open  domain     syn-ack ttl 64
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Nmap scan report for www.eu.clover.com (166.73.5.57)
Host is up, received user-set (0.10s latency).
Scanned at 2025-02-26 11:11:16 EST for 76s
Not shown: 995 filtered tcp ports (no-response)
PORT     STATE SERVICE    REASON
53/tcp   open  domain     syn-ack ttl 64
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Nmap scan report for www.ap.clover.com (34.116.0.40)
Host is up, received user-set (0.10s latency).
rDNS record for 34.116.0.40: 40.0.116.34.bc.googleusercontent.com
Scanned at 2025-02-26 11:11:16 EST for 75s
Not shown: 995 filtered tcp ports (no-response)
PORT     STATE SERVICE    REASON
53/tcp   open  domain     syn-ack ttl 64
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Nmap scan report for www.la.clover.com (166.73.5.41)
Host is up, received user-set (0.10s latency).
Scanned at 2025-02-26 11:11:16 EST for 76s
Not shown: 995 filtered tcp ports (no-response)
PORT     STATE SERVICE    REASON
53/tcp   open  domain     syn-ack ttl 64
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Nmap scan report for staging.clover.com (34.98.98.113)
Host is up, received user-set (0.10s latency).
rDNS record for 34.98.98.113: 113.98.98.34.bc.googleusercontent.com
Scanned at 2025-02-26 11:11:16 EST for 74s
Not shown: 995 filtered tcp ports (no-response)
PORT     STATE SERVICE    REASON
53/tcp   open  domain     syn-ack ttl 64
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Nmap scan report for rewards.staging.clover.com (52.20.49.116)
Host is up, received user-set (0.10s latency).
Other addresses for rewards.staging.clover.com (not scanned): 34.195.212.27
rDNS record for 52.20.49.116: ec2-52-20-49-116.compute-1.amazonaws.com
Scanned at 2025-02-26 11:11:16 EST for 75s
Not shown: 995 filtered tcp ports (no-response)
PORT     STATE SERVICE    REASON
53/tcp   open  domain     syn-ack ttl 64
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Nmap scan report for cld-stage-merchants.clover.com (66.22.56.145)
Host is up, received user-set (0.12s latency).
Scanned at 2025-02-26 11:11:16 EST for 699s
Not shown: 986 closed tcp ports (reset)
PORT     STATE    SERVICE         REASON
20/tcp   filtered ftp-data        no-response
21/tcp   filtered ftp             no-response
22/tcp   filtered ssh             no-response
25/tcp   filtered smtp            port-unreach from 10.5.0.1 ttl 64
53/tcp   open     domain          syn-ack ttl 64
80/tcp   open     http            syn-ack ttl 64
161/tcp  filtered snmp            no-response
179/tcp  filtered bgp             no-response
443/tcp  open     https           syn-ack ttl 64
1087/tcp filtered cplscrambler-in no-response
1812/tcp filtered radius          no-response
4444/tcp filtered krb524          no-response
5060/tcp open     sip             syn-ack ttl 64
8080/tcp open     http-proxy      syn-ack ttl 64

Nmap scan report for integrate.clover.com (151.101.127.10)
Host is up, received user-set (0.10s latency).
Scanned at 2025-02-26 11:11:16 EST for 75s
Not shown: 995 filtered tcp ports (no-response)
PORT     STATE SERVICE    REASON
53/tcp   open  domain     syn-ack ttl 64
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Nmap scan report for mex.clover.com (66.6.29.162)
Host is up, received user-set (0.12s latency).
Scanned at 2025-02-26 11:11:16 EST for 683s
Not shown: 979 closed tcp ports (reset)
PORT      STATE    SERVICE        REASON
20/tcp    filtered ftp-data       no-response
21/tcp    filtered ftp            no-response
22/tcp    filtered ssh            no-response
23/tcp    filtered telnet         no-response
25/tcp    filtered smtp           port-unreach from 10.5.0.1 ttl 64
53/tcp    open     domain         syn-ack ttl 64
80/tcp    open     http           syn-ack ttl 64
139/tcp   filtered netbios-ssn    no-response
161/tcp   filtered snmp           no-response
179/tcp   filtered bgp            no-response
443/tcp   open     https          syn-ack ttl 64
2179/tcp  filtered vmrdp          no-response
3918/tcp  filtered pktcablemmcops no-response
5060/tcp  open     sip            syn-ack ttl 64
5631/tcp  filtered pcanywheredata no-response
8080/tcp  open     http-proxy     syn-ack ttl 64
8086/tcp  filtered d-s-n          no-response
9595/tcp  filtered pds            no-response
10024/tcp filtered unknown        no-response
15660/tcp filtered bex-xr         no-response
19842/tcp filtered unknown        no-response

Nmap scan report for staging.customers.clover.com (34.195.212.27)
Host is up, received user-set (0.10s latency).
Other addresses for staging.customers.clover.com (not scanned): 52.20.49.116
rDNS record for 34.195.212.27: ec2-34-195-212-27.compute-1.amazonaws.com
Scanned at 2025-02-26 11:11:16 EST for 76s
Not shown: 995 filtered tcp ports (no-response)
PORT     STATE SERVICE    REASON
53/tcp   open  domain     syn-ack ttl 64
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Nmap scan report for www.catalyst.clover.com (107.162.183.213)
Host is up, received user-set (0.10s latency).
Scanned at 2025-02-26 11:11:16 EST for 74s
Not shown: 995 filtered tcp ports (no-response), 1 filtered tcp ports (port-unreach)
PORT     STATE SERVICE    REASON
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Nmap scan report for www.ar.clover.com (151.101.3.10)
Host is up, received user-set (0.10s latency).
Other addresses for www.ar.clover.com (not scanned): 151.101.67.10 151.101.131.10 151.101.195.10
Scanned at 2025-02-26 11:11:16 EST for 72s
Not shown: 995 filtered tcp ports (no-response)
PORT     STATE SERVICE    REASON
53/tcp   open  domain     syn-ack ttl 64
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Initiating Parallel DNS resolution of 2 hosts. at 11:22
Completed Parallel DNS resolution of 2 hosts. at 11:22, 0.84s elapsed
Initiating SYN Stealth Scan at 11:22
Scanning 2 hosts [1000 ports/host]
Discovered open port 53/tcp on 66.6.29.162
Discovered open port 80/tcp on 66.6.29.162
Discovered open port 80/tcp on 151.101.127.10
Discovered open port 8080/tcp on 66.6.29.162
Discovered open port 8080/tcp on 151.101.127.10
Discovered open port 443/tcp on 66.6.29.162
Discovered open port 53/tcp on 151.101.127.10
Increasing send delay for 66.6.29.162 from 0 to 5 due to 16 out of 53 dropped probes since last increase.
Discovered open port 443/tcp on 151.101.127.10
Increasing send delay for 66.6.29.162 from 5 to 10 due to max_successful_tryno increase to 4
Increasing send delay for 66.6.29.162 from 10 to 20 due to max_successful_tryno increase to 5
Increasing send delay for 66.6.29.162 from 20 to 40 due to max_successful_tryno increase to 6
Increasing send delay for 66.6.29.162 from 40 to 80 due to 11 out of 12 dropped probes since last increase.
Increasing send delay for 66.6.29.162 from 80 to 160 due to 11 out of 17 dropped probes since last increase.
Discovered open port 5060/tcp on 151.101.127.10
SYN Stealth Scan Timing: About 42.42% done; ETC: 11:24 (0:00:42 remaining)
Increasing send delay for 66.6.29.162 from 160 to 320 due to max_successful_tryno increase to 7
Increasing send delay for 66.6.29.162 from 320 to 640 due to max_successful_tryno increase to 8
Increasing send delay for 66.6.29.162 from 640 to 1000 due to max_successful_tryno increase to 9
Completed SYN Stealth Scan against 151.101.127.10 in 37.71s (1 host left)
SYN Stealth Scan Timing: About 57.33% done; ETC: 11:25 (0:00:54 remaining)
SYN Stealth Scan Timing: About 58.55% done; ETC: 11:25 (0:01:13 remaining)
SYN Stealth Scan Timing: About 59.73% done; ETC: 11:26 (0:01:30 remaining)
SYN Stealth Scan Timing: About 61.53% done; ETC: 11:27 (0:01:46 remaining)
SYN Stealth Scan Timing: About 63.78% done; ETC: 11:28 (0:02:02 remaining)
SYN Stealth Scan Timing: About 67.52% done; ETC: 11:30 (0:02:19 remaining)
SYN Stealth Scan Timing: About 74.53% done; ETC: 11:32 (0:02:27 remaining)
SYN Stealth Scan Timing: About 81.88% done; ETC: 11:34 (0:02:08 remaining)
Discovered open port 5060/tcp on 66.6.29.162
SYN Stealth Scan Timing: About 87.73% done; ETC: 11:36 (0:01:39 remaining)
SYN Stealth Scan Timing: About 92.68% done; ETC: 11:37 (0:01:04 remaining)
SYN Stealth Scan Timing: About 95.98% done; ETC: 11:38 (0:00:37 remaining)
Completed SYN Stealth Scan at 11:39, 968.69s elapsed (2000 total ports)
Nmap scan report for partners.clover.com (151.101.127.10)
Host is up, received user-set (0.10s latency).
Scanned at 2025-02-26 11:22:56 EST for 37s
Not shown: 994 filtered tcp ports (no-response), 1 filtered tcp ports (port-unreach)
PORT     STATE SERVICE    REASON
53/tcp   open  domain     syn-ack ttl 64
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Nmap scan report for www.br.clover.com (66.6.29.162)
Host is up, received user-set (0.12s latency).
Scanned at 2025-02-26 11:22:56 EST for 968s
Not shown: 989 closed tcp ports (reset)
PORT     STATE    SERVICE    REASON
20/tcp   filtered ftp-data   no-response
21/tcp   filtered ftp        no-response
22/tcp   filtered ssh        no-response
25/tcp   filtered smtp       port-unreach from 10.5.0.1 ttl 64
53/tcp   open     domain     syn-ack ttl 64
80/tcp   open     http       syn-ack ttl 64
161/tcp  filtered snmp       no-response
179/tcp  filtered bgp        no-response
443/tcp  open     https      syn-ack ttl 64
5060/tcp open     sip        syn-ack ttl 64
8080/tcp open     http-proxy syn-ack ttl 64

Initiating Parallel DNS resolution of 2 hosts. at 11:39
Completed Parallel DNS resolution of 2 hosts. at 11:39, 0.73s elapsed
Initiating SYN Stealth Scan at 11:39
Scanning 2 hosts [1000 ports/host]
Discovered open port 53/tcp on 66.6.29.162
Discovered open port 53/tcp on 151.101.127.10
Discovered open port 80/tcp on 66.6.29.162
Discovered open port 80/tcp on 151.101.127.10
Discovered open port 8080/tcp on 66.6.29.162
Discovered open port 8080/tcp on 151.101.127.10
Discovered open port 443/tcp on 66.6.29.162
Discovered open port 443/tcp on 151.101.127.10
Increasing send delay for 66.6.29.162 from 0 to 5 due to 11 out of 35 dropped probes since last increase.
Increasing send delay for 66.6.29.162 from 5 to 10 due to max_successful_tryno increase to 4
Increasing send delay for 66.6.29.162 from 10 to 20 due to max_successful_tryno increase to 5
Increasing send delay for 66.6.29.162 from 20 to 40 due to max_successful_tryno increase to 6
Increasing send delay for 66.6.29.162 from 40 to 80 due to max_successful_tryno increase to 7
Discovered open port 5060/tcp on 151.101.127.10
Increasing send delay for 66.6.29.162 from 80 to 160 due to 11 out of 27 dropped probes since last increase.
Completed SYN Stealth Scan against 151.101.127.10 in 23.65s (1 host left)
SYN Stealth Scan Timing: About 63.39% done; ETC: 11:40 (0:00:30 remaining)
SYN Stealth Scan Timing: About 72.78% done; ETC: 11:40 (0:00:31 remaining)
Discovered open port 5060/tcp on 66.6.29.162
Completed SYN Stealth Scan at 11:41, 171.95s elapsed (2000 total ports)
Nmap scan report for talent.clover.com (151.101.127.10)
Host is up, received user-set (0.10s latency).
Scanned at 2025-02-26 11:39:05 EST for 24s
Not shown: 994 filtered tcp ports (no-response), 1 filtered tcp ports (port-unreach)
PORT     STATE SERVICE    REASON
53/tcp   open  domain     syn-ack ttl 64
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Nmap scan report for www.au.clover.com (66.6.29.162)
Host is up, received user-set (0.12s latency).
Scanned at 2025-02-26 11:39:05 EST for 172s
Not shown: 988 closed tcp ports (reset)
PORT     STATE    SERVICE       REASON
20/tcp   filtered ftp-data      no-response
21/tcp   filtered ftp           no-response
22/tcp   filtered ssh           no-response
25/tcp   filtered smtp          port-unreach from 10.5.0.1 ttl 64
53/tcp   open     domain        syn-ack ttl 64
80/tcp   open     http          syn-ack ttl 64
161/tcp  filtered snmp          no-response
179/tcp  filtered bgp           no-response
443/tcp  open     https         syn-ack ttl 64
3389/tcp filtered ms-wbt-server no-response
5060/tcp open     sip           syn-ack ttl 64
8080/tcp open     http-proxy    syn-ack ttl 64

Initiating Parallel DNS resolution of 2 hosts. at 11:41
Completed Parallel DNS resolution of 2 hosts. at 11:41, 0.86s elapsed
Initiating SYN Stealth Scan at 11:41
Scanning 2 hosts [1000 ports/host]
Discovered open port 53/tcp on 66.6.29.162
Discovered open port 80/tcp on 66.6.29.162
Discovered open port 80/tcp on 151.101.127.10
Discovered open port 8080/tcp on 66.6.29.162
Discovered open port 8080/tcp on 151.101.127.10
Discovered open port 443/tcp on 66.6.29.162
Discovered open port 53/tcp on 151.101.127.10
Increasing send delay for 66.6.29.162 from 0 to 5 due to 16 out of 53 dropped probes since last increase.
Discovered open port 443/tcp on 151.101.127.10
Increasing send delay for 66.6.29.162 from 5 to 10 due to max_successful_tryno increase to 4
Increasing send delay for 66.6.29.162 from 10 to 20 due to max_successful_tryno increase to 5
Increasing send delay for 66.6.29.162 from 20 to 40 due to max_successful_tryno increase to 6
Increasing send delay for 66.6.29.162 from 40 to 80 due to 11 out of 12 dropped probes since last increase.
Increasing send delay for 66.6.29.162 from 80 to 160 due to 11 out of 20 dropped probes since last increase.
SYN Stealth Scan Timing: About 34.32% done; ETC: 11:43 (0:00:59 remaining)
Discovered open port 5060/tcp on 151.101.127.10
Increasing send delay for 66.6.29.162 from 160 to 320 due to 11 out of 13 dropped probes since last increase.
Completed SYN Stealth Scan against 151.101.127.10 in 43.36s (1 host left)
SYN Stealth Scan Timing: About 59.26% done; ETC: 11:43 (0:00:42 remaining)
SYN Stealth Scan Timing: About 66.30% done; ETC: 11:44 (0:00:54 remaining)
SYN Stealth Scan Timing: About 74.71% done; ETC: 11:45 (0:00:54 remaining)
SYN Stealth Scan Timing: About 81.16% done; ETC: 11:46 (0:00:50 remaining)
Discovered open port 5060/tcp on 66.6.29.162
SYN Stealth Scan Timing: About 88.26% done; ETC: 11:46 (0:00:35 remaining)
Completed SYN Stealth Scan at 11:47, 344.99s elapsed (2000 total ports)
Nmap scan report for tap.clover.com (151.101.127.10)
Host is up, received user-set (0.11s latency).
Scanned at 2025-02-26 11:41:58 EST for 43s
Not shown: 994 filtered tcp ports (no-response), 1 filtered tcp ports (port-unreach)
PORT     STATE SERVICE    REASON
53/tcp   open  domain     syn-ack ttl 64
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Nmap scan report for walmartbusiness.clover.com (66.6.29.162)
Host is up, received user-set (0.12s latency).
Scanned at 2025-02-26 11:41:58 EST for 345s
Not shown: 983 closed tcp ports (reset)
PORT     STATE    SERVICE          REASON
20/tcp   filtered ftp-data         no-response
21/tcp   filtered ftp              no-response
22/tcp   filtered ssh              no-response
25/tcp   filtered smtp             port-unreach from 10.5.0.1 ttl 64
53/tcp   open     domain           syn-ack ttl 64
80/tcp   open     http             syn-ack ttl 64
161/tcp  filtered snmp             no-response
163/tcp  filtered cmip-man         no-response
179/tcp  filtered bgp              no-response
443/tcp  open     https            syn-ack ttl 64
1272/tcp filtered cspmlockmgr      no-response
3269/tcp filtered globalcatLDAPssl no-response
4242/tcp filtered vrml-multi-use   no-response
5060/tcp open     sip              syn-ack ttl 64
7201/tcp filtered dlip             no-response
8080/tcp open     http-proxy       syn-ack ttl 64
9999/tcp filtered abyss            no-response

Initiating Parallel DNS resolution of 1 host. at 11:47
Completed Parallel DNS resolution of 1 host. at 11:47, 0.10s elapsed
Initiating SYN Stealth Scan at 11:47
Scanning 2 hosts [1000 ports/host]
Discovered open port 53/tcp on 66.6.29.162
Discovered open port 53/tcp on 151.101.127.10
Discovered open port 80/tcp on 66.6.29.162
Discovered open port 80/tcp on 151.101.127.10
Discovered open port 8080/tcp on 66.6.29.162
Discovered open port 8080/tcp on 151.101.127.10
Discovered open port 443/tcp on 66.6.29.162
Discovered open port 443/tcp on 151.101.127.10
Increasing send delay for 66.6.29.162 from 0 to 5 due to max_successful_tryno increase to 4
Increasing send delay for 66.6.29.162 from 5 to 10 due to max_successful_tryno increase to 5
Increasing send delay for 66.6.29.162 from 10 to 20 due to max_successful_tryno increase to 6
Increasing send delay for 66.6.29.162 from 20 to 40 due to 11 out of 11 dropped probes since last increase.
Increasing send delay for 66.6.29.162 from 40 to 80 due to 11 out of 18 dropped probes since last increase.
Discovered open port 5060/tcp on 151.101.127.10
Increasing send delay for 66.6.29.162 from 80 to 160 due to 11 out of 24 dropped probes since last increase.
Completed SYN Stealth Scan against 151.101.127.10 in 26.50s (1 host left)
SYN Stealth Scan Timing: About 61.99% done; ETC: 11:49 (0:00:30 remaining)
SYN Stealth Scan Timing: About 71.39% done; ETC: 11:49 (0:00:32 remaining)
Discovered open port 5060/tcp on 66.6.29.162
Completed SYN Stealth Scan at 11:50, 173.65s elapsed (2000 total ports)
Nmap scan report for sport.clover.com (151.101.127.10)
Host is up, received user-set (0.10s latency).
Scanned at 2025-02-26 11:47:43 EST for 26s
Not shown: 994 filtered tcp ports (no-response), 1 filtered tcp ports (port-unreach)
PORT     STATE SERVICE    REASON
53/tcp   open  domain     syn-ack ttl 64
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Nmap scan report for www.mex.clover.com (66.6.29.162)
Host is up, received user-set (0.13s latency).
Scanned at 2025-02-26 11:47:43 EST for 174s
Not shown: 988 closed tcp ports (reset)
PORT     STATE    SERVICE    REASON
20/tcp   filtered ftp-data   no-response
21/tcp   filtered ftp        no-response
22/tcp   filtered ssh        no-response
25/tcp   filtered smtp       port-unreach from 10.5.0.1 ttl 64
53/tcp   open     domain     syn-ack ttl 64
80/tcp   open     http       syn-ack ttl 64
161/tcp  filtered snmp       no-response
179/tcp  filtered bgp        no-response
443/tcp  open     https      syn-ack ttl 64
1812/tcp filtered radius     no-response
5060/tcp open     sip        syn-ack ttl 64
8080/tcp open     http-proxy syn-ack ttl 64

Initiating Parallel DNS resolution of 1 host. at 11:50
Completed Parallel DNS resolution of 1 host. at 11:50, 0.10s elapsed
Initiating SYN Stealth Scan at 11:50
Scanning merchants.clover.com (151.101.127.10) [1000 ports]
Discovered open port 53/tcp on 151.101.127.10
Discovered open port 80/tcp on 151.101.127.10
Discovered open port 8080/tcp on 151.101.127.10
Discovered open port 443/tcp on 151.101.127.10
Discovered open port 5060/tcp on 151.101.127.10
Completed SYN Stealth Scan at 11:50, 6.83s elapsed (1000 total ports)
Nmap scan report for merchants.clover.com (151.101.127.10)
Host is up, received user-set (0.10s latency).
Scanned at 2025-02-26 11:50:37 EST for 7s
Not shown: 994 filtered tcp ports (no-response), 1 filtered tcp ports (port-unreach)
PORT     STATE SERVICE    REASON
53/tcp   open  domain     syn-ack ttl 64
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Initiating Parallel DNS resolution of 1 host. at 11:50
Completed Parallel DNS resolution of 1 host. at 11:50, 0.10s elapsed
Initiating SYN Stealth Scan at 11:50
Scanning uk.clover.com (151.101.127.10) [1000 ports]
Discovered open port 53/tcp on 151.101.127.10
Discovered open port 80/tcp on 151.101.127.10
Discovered open port 8080/tcp on 151.101.127.10
Discovered open port 443/tcp on 151.101.127.10
Discovered open port 5060/tcp on 151.101.127.10
Completed SYN Stealth Scan at 11:50, 6.83s elapsed (1000 total ports)
Nmap scan report for uk.clover.com (151.101.127.10)
Host is up, received user-set (0.10s latency).
Scanned at 2025-02-26 11:50:44 EST for 7s
Not shown: 994 filtered tcp ports (no-response), 1 filtered tcp ports (port-unreach)
PORT     STATE SERVICE    REASON
53/tcp   open  domain     syn-ack ttl 64
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Initiating Parallel DNS resolution of 1 host. at 11:50
Completed Parallel DNS resolution of 1 host. at 11:50, 0.10s elapsed
Initiating SYN Stealth Scan at 11:50
Scanning www.citimerchantservicesbyfirstdata.clover.com (151.101.127.10) [1000 ports]
Discovered open port 53/tcp on 151.101.127.10
Discovered open port 80/tcp on 151.101.127.10
Discovered open port 8080/tcp on 151.101.127.10
Discovered open port 443/tcp on 151.101.127.10
Discovered open port 5060/tcp on 151.101.127.10
Completed SYN Stealth Scan at 11:50, 6.85s elapsed (1000 total ports)
Nmap scan report for www.citimerchantservicesbyfirstdata.clover.com (151.101.127.10)
Host is up, received user-set (0.10s latency).
Scanned at 2025-02-26 11:50:51 EST for 7s
Not shown: 994 filtered tcp ports (no-response), 1 filtered tcp ports (port-unreach)
PORT     STATE SERVICE    REASON
53/tcp   open  domain     syn-ack ttl 64
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Initiating Parallel DNS resolution of 1 host. at 11:50
Completed Parallel DNS resolution of 1 host. at 11:50, 0.10s elapsed
Initiating SYN Stealth Scan at 11:50
Scanning www.uk.clover.com (151.101.127.10) [1000 ports]
Discovered open port 53/tcp on 151.101.127.10
Discovered open port 80/tcp on 151.101.127.10
Discovered open port 8080/tcp on 151.101.127.10
Discovered open port 443/tcp on 151.101.127.10
Discovered open port 5060/tcp on 151.101.127.10
Completed SYN Stealth Scan at 11:51, 6.82s elapsed (1000 total ports)
Nmap scan report for www.uk.clover.com (151.101.127.10)
Host is up, received user-set (0.10s latency).
Scanned at 2025-02-26 11:50:58 EST for 7s
Not shown: 994 filtered tcp ports (no-response), 1 filtered tcp ports (port-unreach)
PORT     STATE SERVICE    REASON
53/tcp   open  domain     syn-ack ttl 64
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Initiating SYN Stealth Scan at 11:51
Scanning www.sales.clover.com (151.101.127.10) [1000 ports]
Discovered open port 53/tcp on 151.101.127.10
Discovered open port 80/tcp on 151.101.127.10
Discovered open port 8080/tcp on 151.101.127.10
Discovered open port 443/tcp on 151.101.127.10
Discovered open port 5060/tcp on 151.101.127.10
Completed SYN Stealth Scan at 11:51, 6.83s elapsed (1000 total ports)
Nmap scan report for www.sales.clover.com (151.101.127.10)
Host is up, received user-set (0.10s latency).
Scanned at 2025-02-26 11:51:05 EST for 6s
Not shown: 994 filtered tcp ports (no-response), 1 filtered tcp ports (port-unreach)
PORT     STATE SERVICE    REASON
53/tcp   open  domain     syn-ack ttl 64
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Read data files from: /usr/share/nmap
Nmap done: 118 IP addresses (118 hosts up) scanned in 5252.12 seconds
           Raw packets sent: 239157 (10.523MB) | Rcvd: 47317 (2.530MB)
